249190370,RABKA,2000,1,1,-5.6,,71.5,,0.0,,4.7,
249190370,RABKA,2000,1,2,-6.1,,83.8,,0.0,,5.3,
249190370,RABKA,2000,1,3,-0.9,,96.0,,0.0,,8.0,
249190370,RABKA,2000,1,4,1.2,,97.0,,0.0,,6.0,
249190370,RABKA,2000,1,5,1.9,,90.0,,2.0,,6.0,
249190370,RABKA,2000,1,6,-0.1,,94.8,,0.7,,3.3,
249190370,RABKA,2000,1,7,-2.8,,85.8,,1.0,,4.7,
249190370,RABKA,2000,1,8,1.7,,97.3,,0.7,,5.3,
249190370,RABKA,2000,1,9,-0.1,,90.8,,1.3,,7.3,
249190370,RABKA,2000,1,10,-0.9,,88.5,,1.0,,8.0,
249190370,RABKA,2000,1,11,-0.7,,92.0,,0.0,,7.3,
249190370,RABKA,2000,1,12,-5.5,,84.3,,0.3,,3.3,
249190370,RABKA,2000,1,13,-7.5,,73.0,,0.7,,2.7,
249190370,RABKA,2000,1,14,-7.5,,81.8,,0.7,,3.0,
249190370,RABKA,2000,1,15,-2.9,,92.5,,0.7,,7.3,
249190370,RABKA,2000,1,16,-3.9,,86.5,,0.7,,6.0,
249190370,RABKA,2000,1,17,-1.7,,91.3,,4.3,,8.0,
249190370,RABKA,2000,1,18,-1.4,,91.5,,4.0,,8.0,
249190370,RABKA,2000,1,19,-3.6,,80.8,,4.7,,7.3,
249190370,RABKA,2000,1,20,-3.3,,87.5,,2.3,,8.0,
249190370,RABKA,2000,1,21,-4.1,,86.0,,2.0,,8.0,
249190370,RABKA,2000,1,22,-7.4,,81.3,,1.0,,5.7,
249190370,RABKA,2000,1,23,-7.0,,82.5,,0.7,,8.0,
249190370,RABKA,2000,1,24,-12.0,,63.8,,0.0,,5.7,
249190370,RABKA,2000,1,25,-10.4,,68.8,,0.0,,8.0,
249190370,RABKA,2000,1,26,-5.7,,79.5,,1.0,,7.7,
249190370,RABKA,2000,1,27,-1.3,,91.8,,1.3,,8.0,
249190370,RABKA,2000,1,28,-1.1,,88.5,,1.3,,6.0,
249190370,RABKA,2000,1,29,-0.1,,84.8,,3.7,,6.0,
249190370,RABKA,2000,1,30,2.1,,89.3,,2.7,,7.3,
249190370,RABKA,2000,1,31,3.1,,79.3,,3.3,,5.3,
249190370,RABKA,2000,2,1,3.5,,94.3,,1.0,,4.7,
249190370,RABKA,2000,2,2,5.5,,74.0,,2.0,,4.7,
249190370,RABKA,2000,2,3,2.4,,78.0,,5.0,,6.0,
249190370,RABKA,2000,2,4,-1.5,,82.8,,1.3,,5.3,
249190370,RABKA,2000,2,5,3.0,,95.5,,1.3,,8.0,
249190370,RABKA,2000,2,6,5.3,,96.0,,0.3,,3.7,
249190370,RABKA,2000,2,7,6.3,,76.3,,1.7,,3.7,
249190370,RABKA,2000,2,8,6.1,,73.8,,2.0,,5.3,
249190370,RABKA,2000,2,9,2.7,,74.3,,2.7,,4.7,
249190370,RABKA,2000,2,10,1.0,,90.8,,1.7,,5.0,
249190370,RABKA,2000,2,11,0.4,,92.0,,1.0,,4.7,
249190370,RABKA,2000,2,12,0.9,,93.3,,0.0,,7.3,
